episode,episode_reward,episode_length,final_distance,noise_std,avg_actor_loss,avg_critic_loss
127,40.41037391885766,300,0.9210918946633817,0.09873796776559264,-12.0652232615153,0.09121580179780722
128,48.26141288247891,300,0.8991804606749388,0.09872809396881609,-12.510538330078125,0.08302899631361167
129,36.67012654046994,296,1.0013211574952847,0.09871822115941921,-13.168634324460417,0.08881833308653252
130,16.932055228564423,194,1.0010082807839487,0.09870834933730327,-13.487012167771658,0.08095249073812738
131,11.955870210193098,187,1.001180393998691,0.09869847850236954,-13.620871077192591,0.09627865813672543
132,17.88607930902799,200,1.000424284832143,0.09868860865451931,-13.766192874908448,0.09329527228139341
133,32.899166761824745,300,0.9970349392680373,0.09867873979365387,-14.176283493041993,0.09006264105439186
134,68.30224744230509,300,0.8526240697010659,0.09866887191967451,-14.62292978922526,0.10439597386245926
135,111.09769198298454,300,0.6771398960586066,0.09865900503248254,-15.093281796773274,0.1134182946756482
136,130.88926263153553,300,0.5807400872309323,0.09864913913197929,-15.509036865234375,0.11477348583439986
137,127.13387951342156,300,0.6021345214048458,0.09863927421806609,-15.873277575174967,0.11037879686802626
138,103.2319083600305,300,0.6683869607652059,0.09862941029064429,-16.1428103129069,0.12457984644919634
139,96.1854330097558,300,0.6248107336870997,0.09861954734961523,-16.3957950592041,0.12656080041080714
140,105.5016955472529,300,0.595377479471368,0.09860968539488027,-16.61275390625,0.10781523330758015
141,125.36701123928651,300,0.51054116709886,0.09859982442634078,-17.027473627726238,0.12626545603076617
142,151.25122509291396,300,0.44069142410845713,0.09858996444389816,-17.265073216756186,0.10524888772517443
143,179.67420820519328,300,0.3862789076959247,0.09858010544745377,-17.486571782430012,0.1303238683566451
144,191.74810391664505,300,0.38222336813325414,0.09857024743690902,-17.81860247294108,0.11370494275043408
145,194.30694061517715,300,0.37211505252638905,0.09856039041216533,-18.16683842976888,0.12655549101531505
146,192.7999427318573,300,0.37518744960368827,0.09855053437312411,-18.49406806945801,0.15057390226672093
147,198.08929699659348,300,0.3541137986678872,0.0985406793196868,-18.832235666910808,0.13572449290504057
148,198.24473413825035,300,0.35606130590339835,0.09853082525175483,-19.07595926920573,0.16403839881221452
149,199.12187564373016,300,0.35094361886675773,0.09852097216922966,-19.235201009114583,0.12966784299661716
150,208.48345983028412,300,0.31884345694941163,0.09851112007201274,-19.51623446146647,0.13765971573690575
151,201.45037531852722,300,0.3449081108073028,0.09850126896000554,-19.69046122233073,0.15305458931873242
152,213.00902259349823,300,0.30920861757406254,0.09849141883310954,-20.023635279337565,0.21560287427778047
153,218.32584282755852,300,0.29232411436866446,0.09848156969122623,-20.290670522054036,0.11185248378664255
154,192.79202434420586,300,0.35306300800700324,0.09847172153425711,-20.50923578898112,0.17929566754649082
155,160.97180796577595,300,0.45961201822538456,0.09846187436210369,-20.864480285644532,0.17062301910171906
156,160.12350280815735,300,0.3923489534658163,0.09845202817466747,-21.090719935099283,0.18685011255244413
157,176.77991033066064,300,0.32761937682534825,0.09844218297185,-21.3225639851888,0.1218296466084818
158,183.13608690351248,300,0.2801865839362706,0.09843233875355283,-21.524707260131837,0.1370158439874649
159,192.94912912533619,300,0.18993667899865943,0.09842249551967747,-21.623220367431642,0.1473444955982268
160,209.07066700048745,300,0.08066935915725508,0.0984126532701255,-21.786407572428384,0.12295105687032143
161,220.51075530890375,300,0.07112559992242753,0.09840281200479849,-22.25731539408366,0.19238693110644817
162,228.92363582085818,300,0.05487622090562841,0.09839297172359801,-22.64847012837728,0.13805216876169046
163,214.56772989663295,300,0.11704320385443717,0.09838313242642566,-22.84252026875814,0.1670970567688346
164,178.99321489478461,300,0.21971442692770404,0.09837329411318302,-23.391326700846353,0.17751960409184298
165,162.21872974277358,300,0.2861952142405486,0.0983634567837717,-23.805397211710613,0.19643956770499546
166,156.07879771280568,300,0.3267820195611297,0.09835362043809333,-24.350164693196614,0.15835912774006525
167,93.58758478122763,300,0.8935790130384113,0.09834378507604952,-24.650711212158203,0.19443297964831194
168,79.7211183856707,300,0.9523566524332241,0.09833395069754192,-24.757620951334637,0.18416872546076773
169,39.0257972991094,188,1.0132987143072054,0.09832411730247216,-24.763368484821726,0.1634511632963698
170,32.093272832687944,188,1.010522169976445,0.09831428489074191,-24.626280723734105,0.174138053518502
171,21.878849879838526,194,1.001453358562968,0.09830445346225283,-24.85856531104263,0.14203908305843266
172,-21.11427533812821,62,1.0189062648626792,0.09829462301690661,-24.358552551269533,0.1433038158963124
173,-20.87306087464094,59,1.0023465626026173,0.09828479355460493,-24.872799809773763,0.09016696214675904
174,-23.59881843626499,57,1.025215503338801,0.09827496507524947,-24.6699252809797,0.14177062695047685
175,-22.808632649481297,56,1.0106812430892678,0.09826513757874195,-24.74428108760289,0.09925582512680974
176,-22.48128368658945,55,1.0017203008428714,0.09825531106498407,-24.777969905308314,0.170100129475551
177,-23.876052835490555,57,1.0284474889699422,0.09824548553387757,-24.80069855281285,0.1662212207115122
178,-20.959700785577297,58,1.003565633570485,0.09823566098532419,-24.773900095621745,0.214441096658508
179,-20.867082230746746,59,1.0054670924054623,0.09822583741922565,-24.565810339791433,0.21918634990496294
180,-19.243971075862646,63,1.0106088854339392,0.09821601483548373,-24.810537576675415,0.18538018071558326
181,-18.58612510561943,63,1.0028598308766594,0.09820619323400018,-24.80203664302826,0.1563503914512694
182,-19.11379624530673,63,1.0109373783377769,0.09819637261467677,-25.514882802963257,0.16742420673836023
183,-18.925189025700092,65,1.0122575555332938,0.09818655297741531,-24.83287537097931,0.21770817949436605
184,-16.966441735625267,71,1.0048019200051999,0.09817673432211757,-24.842467096116806,0.20730266937365135
185,12.686897128893179,163,1.0048856054950812,0.09816691664868536,-25.019791269302367,0.23119593276642264
186,-19.684553794562817,65,1.0122966149541393,0.09815709995702049,-24.989509470322552,0.1346108606633018
187,-17.76887002773583,66,1.0087006894388655,0.09814728424702479,-24.94170367717743,0.0772757976083085
188,-17.488488753675483,65,1.0013385860877033,0.09813746951860008,-25.004408597946167,0.20704691449645907
189,-18.052745521068573,65,1.0072740861901777,0.09812765577164823,-25.0302651349236,0.2883847499375834
190,-17.743592754006386,66,1.0121528120470493,0.09811784300607106,-25.183573365211487,0.18504345091059804
191,-18.289059977978468,65,1.0139582685460742,0.09810803122177045,-25.03291344642639,0.2043081702431664
192,-17.75881265103817,63,1.0009556162343647,0.09809822041864827,-25.360170125961304,0.24383617867715657
193,-18.51447867974639,64,1.0113365821953682,0.0980884105966064,-25.434919118881226,0.3056042406242341
194,-17.788017505779862,65,1.005190970706438,0.09807860175554674,-25.56659972667694,0.2801598795922473
195,-17.135159194469452,65,1.0006770063070587,0.09806879389537118,-25.35919391407686,0.17435078848810756
196,-17.400390058755875,65,1.005924938973829,0.09805898701598165,-25.452017903327942,0.13449680979829282
197,-18.147123262286186,64,1.0078946679792324,0.09804918111728005,-25.37674081325531,0.20321997930295765
198,-17.421723740175366,65,1.007387197538371,0.09803937619916832,-25.09753954410553,0.23829971044324338
199,-17.49212684482336,66,1.0077349724420217,0.0980295722615484,-25.46719741821289,0.2358178678790436
200,-16.466416460927576,69,1.0071144874690583,0.09801976930432225,-25.247445162604837,0.27837133078890686
201,-15.746160699054599,72,1.0026251261397103,0.09800996732739183,-25.39625358581543,0.1980015252613359
202,-16.00350692216307,72,1.0061969161599993,0.09800016633065908,-25.501748614841038,0.1308924441950189
203,-15.865521688014269,71,1.0092204104929179,0.09799036631402602,-25.212214469909668,0.1420374752746688
204,-14.676044907420874,75,1.0006214555986235,0.09798056727739463,-25.193508783976238,0.29443690987924737
205,14.287162338849157,159,1.003395457739398,0.09797076922066689,-25.259439849853514,0.17191201806999742
206,19.266687212511897,153,1.0123156778079252,0.09796097214374481,-25.338459416439658,0.19089546481049374
207,21.42951379995793,156,1.0020280486141977,0.09795117604653045,-25.46158888401129,0.21468548128047052
208,21.690388755407184,159,1.0066480425704736,0.09794138092892579,-25.667700672149657,0.22321137827821075
209,60.223150866804644,250,1.0072913789052906,0.0979315867908329,-25.82032224867079,0.2377091542714172
210,64.1581294402713,249,1.0039568747120446,0.09792179363215382,-25.850309956458307,0.2488842237921011
211,184.13909374570358,300,0.11656298240899826,0.09791200145279061,-25.665570627848307,0.24440014426906903
212,193.2843367913738,300,0.16655343825345956,0.09790221025264532,-26.17706354777018,0.23604468735555809
213,137.92837627977133,300,0.6559706061029871,0.09789242003162006,-26.38107432047526,0.1889644688119491
214,130.7855511084199,300,0.8976421284311792,0.0978826307896169,-26.53231470743815,0.25847133902211983
215,124.88608331978321,300,0.9578183087082801,0.09787284252653794,-26.712770843505858,0.27563177347183226
216,202.8685556706041,300,0.5580279925212993,0.0978630552422853,-27.11344576517741,0.26038134813308716
217,241.47168114222586,300,0.10764198645716967,0.09785326893676106,-27.343967107137043,0.3082281015316645
218,224.29442169703543,300,0.12069326542759676,0.09784348360986739,-27.566157658894856,0.2942085348069668
219,192.35666840558406,300,0.6053716585997309,0.0978336992615064,-27.74646942138672,0.2225334264586369
220,212.75536363525316,300,0.05543473145454172,0.09782391589158025,-28.413169835408528,0.2980293926099936
221,219.72351317293942,300,0.15141217517289782,0.09781413349999109,-28.234832814534506,0.31149713362256687
222,252.09659529972123,300,0.05559832668266273,0.0978043520866411,-28.62958246866862,0.23009721145033837
223,246.55073774699122,300,0.05637358227283257,0.09779457165143243,-28.994565048217773,0.23453174578646818
224,240.27646436169744,300,0.016033823037046695,0.09778479219426729,-29.234738896687826,0.2736308016628027
225,249.7844511391595,300,0.16337360492354341,0.09777501371504786,-29.872499338785808,0.24331562506655852
226,268.45395506639034,300,0.12077836496408839,0.09776523621367636,-30.01537363688151,0.2875556832800309
227,270.92586275935173,300,0.12063161141412858,0.09775545969005499,-30.548960622151693,0.25162781216204166
228,266.117279112339,300,0.1373159003388236,0.09774568414408598,-30.903120930989584,0.25300778945287067
229,258.80467319488525,300,0.16313961373288513,0.09773590957567158,-31.51382578531901,0.31947540536522867
230,253.55705100297928,300,0.16042048890839286,0.09772613598471401,-31.691904424031577,0.31340050051609675
231,255.58284920454025,300,0.16137195191831605,0.09771636337111554,-31.876738357543946,0.19105348743498327
232,241.74472963809967,300,0.21459881971139708,0.09770659173477843,-32.60089505513509,0.29728643427292506
233,231.08584642410278,300,0.22861518065683786,0.09769682107560496,-32.76244878133138,0.21698064491152763
234,231.32951027154922,300,0.21859566137536285,0.0976870513934974,-33.136306330362956,0.316264761586984
235,233.34544092416763,300,0.21987546118689566,0.09767728268835806,-33.41497934977213,0.27989337851603824
236,234.76394110918045,300,0.20975704561509415,0.09766751496008923,-33.76595115661621,0.22366954393684865
237,241.04242688417435,300,0.1987235318309671,0.09765774820859321,-34.06806887308756,0.22772782509525616
238,251.29701673984528,300,0.13658637833462575,0.09764798243377236,-34.346408437093096,0.2600450546791156
239,271.95494055747986,300,0.11033866484966115,0.09763821763552899,-34.956075490315754,0.2035717278222243
240,265.4714679121971,300,0.12352928266457205,0.09762845381376543,-35.09243784586589,0.2152833336715897
241,271.7302446961403,300,0.1120519334868148,0.09761869096838406,-35.225498555501304,0.30925688619414965
242,266.26977920532227,300,0.1288520340859879,0.09760892909928723,-35.86277598063151,0.21760291496912637
243,268.05208241939545,300,0.11478465684518248,0.0975991682063773,-36.17322306315104,0.20308575332164763
244,269.80822336673737,300,0.10956604182722438,0.09758940828955667,-36.31733362833659,0.2693055975685517
245,275.1806234717369,300,0.09564682046896784,0.09757964934872772,-36.85815612792969,0.24578065005441507
246,279.9525167942047,300,0.0795629984790799,0.09756989138379285,-37.15438507080078,0.26749424524605275
247,280.7647829055786,300,0.0799248869628645,0.09756013439465447,-37.4166764831543,0.28919208141664665
248,281.5277882218361,300,0.06856878819019874,0.09755037838121501,-37.665064341227215,0.31902372563878695
249,285.95317870378494,300,0.05732492055208362,0.09754062334337689,-38.07076538085938,0.24635792387028535
250,289.6074768900871,300,0.05505763548436958,0.09753086928104256,-38.29713872273763,0.2583121597270171
251,287.7263736128807,300,0.05481589463752846,0.09752111619411445,-38.879962514241534,0.28952410630881786
252,288.1620596051216,300,0.05769442198622817,0.09751136408249504,-38.87767588297526,0.28295949975649515
253,289.07103085517883,300,0.05452716174942614,0.0975016129460868,-39.37312444051107,0.3296378036836783
254,290.0102423429489,300,0.048683485147741894,0.09749186278479219,-39.73510208129883,0.2769289161016544
255,288.9130306839943,300,0.04781691324145439,0.0974821135985137,-40.28529317220052,0.3210927151888609
256,288.6490829586983,300,0.05577514470619169,0.09747236538715386,-40.310852762858076,0.30393360248456397
257,286.24818193912506,300,0.07052869990033465,0.09746261815061515,-40.877711079915365,0.27683880135416983
258,284.1714201569557,300,0.07080535847948614,0.09745287188880009,-41.261022338867186,0.2110251912722985
259,280.4986984729767,300,0.08073931104405821,0.09744312660161121,-41.70316162109375,0.3537336597591639
260,279.0115731358528,300,0.0847423283712982,0.09743338228895106,-41.90359252929687,0.22114859933654468
261,276.35340589284897,300,0.09430510591448488,0.09742363895072216,-42.030010630289716,0.2529101522266865
262,276.47312265634537,300,0.10399348392644645,0.09741389658682709,-42.35483194986979,0.35177241506675877
263,275.94792211055756,300,0.09443849349807427,0.0974041551971684,-42.76029530843099,0.24925521691640218
264,275.515145778656,300,0.10530673700897701,0.09739441478164869,-42.86155253092448,0.34201250473658246
265,272.54502350091934,300,0.11026503589616723,0.09738467534017052,-43.21480575561523,0.2659319582084815
266,268.6950144171715,300,0.11292802940490934,0.0973749368726365,-43.62758722941081,0.2744513930628697
267,267.789907515049,300,0.1258633222084418,0.09736519937894923,-43.94416809082031,0.26952403922875723
268,265.9138670563698,300,0.12741202299312268,0.09735546285901134,-44.31597229003906,0.22304690909882385
269,260.2978857755661,300,0.1504638327385651,0.09734572731272544,-44.579085184733074,0.3145659339427948
270,257.09393042325974,300,0.1595874707508997,0.09733599273999416,-44.87734258015951,0.24628612741827965
271,252.02593952417374,300,0.18100884204464798,0.09732625914072016,-45.17694483439128,0.29695856794714925
